revenue_id,budget,imdb_id,revenue,profit
516,32000000.0,tt0118829,3566637.0,-28433363.0
517,10000000.0,tt0120389,17979739.0,7979739.0
518,35000000.0,tt0118623,791830.0,-34208170.0
519,45000000.0,tt0118615,136885767.0,91885767.0
520,16500000.0,tt0118655,67683989.0,51183989.0
521,36000000.0,tt0118771,50159144.0,14159144.0
522,90000000.0,tt0119116,263920180.0,173920180.0
523,2000000.0,tt0119578,2900000.0,900000.0
524,73000000.0,tt0119567,229074524.0,156074524.0
525,75000000.0,tt0118880,224012234.0,149012234.0
526,160000000.0,tt0120179,164508066.0,4508066.0
527,500000.0,tt0117724,10300.0,-489700.0
528,125000000.0,tt0118688,238207122.0,113207122.0
529,85000000.0,tt0119282,252712101.0,167712101.0
530,38000000.0,tt0119738,299288605.0,261288605.0
531,900000.0,tt0057345,528428.0,-371572.0
532,80000000.0,tt0119094,245676146.0,165676146.0
